Gene Symbol,Deletion,Diploid,Gain
PKIA,2.54,86.69,10.77
ZC2HC1A,2.54,86.69,10.77
IL7,2.54,86.69,10.77
STMN2,2.54,86.89,10.57
HEY1,2.54,86.69,10.77
MRPS28,2.54,86.5,10.96
TPD52,2.54,86.5,10.96
ZBTB10,2.54,86.3,11.16
ZNF704,2.54,86.11,11.35
PAG1,2.54,86.3,11.16
FABP5,2.54,86.11,11.35
PMP2,2.54,85.91,11.55
FABP9,2.54,85.91,11.55
FABP4,2.54,85.91,11.55
FABP12,2.54,85.91,11.55
IMPA1,2.54,85.91,11.55
SLC10A5,2.54,85.91,11.55
ZFAND1,2.54,85.91,11.55
CHMP4C,2.54,85.91,11.55
SNX16,2.54,85.91,11.55
RALYL,2.35,86.3,11.35
LRRCC1,2.35,86.11,11.55
E2F5,2.35,86.3,11.35
C8orf59,2.35,86.3,11.35
CA13,2.35,86.3,11.35
CA1,2.35,86.3,11.35
CA3,2.35,86.3,11.35
CA2,2.35,86.3,11.35
REXO1L1,2.35,86.11,11.55
REXO1L2P,2.35,86.11,11.55
PSKH2,2.35,85.71,11.94
ATP6V0D2,2.35,85.52,12.14
SLC7A13,2.35,85.52,12.14
WWP1,2.35,85.13,12.53
FAM82B,2.35,85.13,12.53
CPNE3,2.35,85.13,12.53
CNGB3,2.35,85.13,12.53
CNBD1,2.54,84.74,12.72
DCAF4L2,2.35,84.34,13.31
MMP16,2.35,84.34,13.31
RIPK2,2.35,84.54,13.11
OSGIN2,2.35,84.15,13.5
NBN,2.35,83.95,13.7
DECR1,2.35,83.95,13.7
CALB1,2.35,83.95,13.7
TMEM64,2.35,83.56,14.09
NECAB1,2.35,83.56,14.09
LOC100127983,2.35,83.56,14.09
TMEM55A,2.35,83.56,14.09
OTUD6B,2.35,83.56,14.09
LRRC69,2.54,83.56,13.9
MIR4661,2.54,83.56,13.9
SLC26A7,2.35,83.37,14.28
RUNX1T1,2.35,83.37,14.28
FLJ46284,2.35,82.97,14.67
C8orf83,2.15,82.78,15.07
LOC389676,2.15,82.78,15.07
LINC00535,2.15,82.58,15.27
FAM92A1,2.15,82.58,15.27
RBM12B,2.15,82.58,15.27
C8orf39,2.15,82.58,15.27
TMEM67,2.15,82.58,15.27
MIR378D2,2.15,82.39,15.46
PDP1,2.15,82.39,15.46
CDH17,2.15,82.39,15.46
GEM,2.15,82.39,15.46
RAD54B,2.15,82.19,15.65
FSBP,2.15,82.39,15.46
KIAA1429,2.15,82.19,15.65
LOC100288748,2.15,82.19,15.65
ESRP1,2.15,82.19,15.65
DPY19L4,2.15,82.19,15.65
INTS8,2.15,82.19,15.65
CCNE2,2.15,82.19,15.65
TP53INP1,2.15,82.19,15.65
C8orf38,2.15,82.19,15.65
MIR3150A,2.15,82.19,15.65
MIR3150B,2.15,82.19,15.65
hsa-mir-3150,2.15,82.19,15.65
PLEKHF2,2.15,82.19,15.65
C8orf69,2.15,82.19,15.65
C8orf37,2.15,82.19,15.65
LOC100616530,2.15,81.8,16.04
LOC100500773,2.15,81.8,16.04
GDF6,2.15,81.8,16.04
MTERFD1,2.15,81.6,16.24
PTDSS1,2.15,81.6,16.24
UQCRB,2.15,81.6,16.24
SDC2,1.76,81.6,16.64
PGCP,1.96,81.41,16.64
TSPYL5,1.76,81.6,16.64
MTDH,1.76,81.41,16.83
LAPTM4B,1.76,81.41,16.83
MATN2,1.76,81.41,16.83
RPL30,1.76,81.8,16.44
SNORA72,1.76,81.8,16.44
C8orf47,1.76,81.8,16.44
HRSP12,1.76,81.8,16.44
POP1,1.76,81.8,16.44
NIPAL2,1.76,81.6,16.64
KCNS2,1.76,81.6,16.63
STK3,1.76,81.6,16.63
OSR2,1.76,81.6,16.63
VPS13B,1.76,81.6,16.63
MIR599,1.76,81.8,16.43
MIR875,1.76,81.8,16.43
hsa-mir-599,1.76,81.8,16.43
hsa-mir-875,1.76,81.8,16.43
COX6C,1.76,81.8,16.44
RGS22,1.76,81.41,16.83
hsa-mir-1273,1.76,81.6,16.63
FBXO43,1.76,81.41,16.83
POLR2K,1.76,81.41,16.83
SPAG1,1.76,81.41,16.83
RNF19A,1.76,81.41,16.83
MIR4471,1.76,81.41,16.83
ANKRD46,1.76,81.21,17.02
SNX31,1.76,81.21,17.02
PABPC1,1.76,81.02,17.22
YWHAZ,1.76,81.02,17.22
FLJ42969,1.76,81.02,17.23
ZNF706,1.76,81.02,17.23
NACAP1,1.76,81.02,17.23
GRHL2,1.76,81.02,17.22
NCALD,1.76,81.02,17.22
RRM2B,1.76,81.02,17.22
UBR5,1.76,80.63,17.61
ODF1,1.76,80.63,17.61
KLF10,1.76,80.82,17.42
AZIN1,1.76,80.82,17.42
ATP6V1C1,1.76,80.82,17.42
C8orf56,1.76,80.82,17.42
BAALC,1.76,80.82,17.42
MIR3151,1.76,80.82,17.42
hsa-mir-3151,1.76,80.82,17.42
LOC100499183,1.76,80.82,17.42
FZD6,1.76,81.21,17.03
CTHRC1,1.76,81.21,17.03
SLC25A32,1.76,81.21,17.03
DCAF13,1.76,81.21,17.03
RIMS2,1.96,80.82,17.23
TM7SF4,1.76,81.02,17.23
DPYS,1.76,81.02,17.23
hsa-mir-548a-3,1.76,81.02,17.23
LRP12,1.76,80.82,17.42
ZFPM2,1.76,80.43,17.81
OXR1,1.76,80.43,17.81
ABRA,1.76,80.82,17.42
ANGPT1,1.76,80.23,18.0
RSPO2,1.76,80.04,18.2
EIF3E,1.76,80.04,18.2
TTC35,1.76,80.04,18.2
TMEM74,1.76,80.04,18.2
TRHR,1.76,79.84,18.39
NUDCD1,1.76,79.84,18.39
ENY2,1.76,79.84,18.39
PKHD1L1,2.16,79.26,18.59
EBAG9,2.16,79.26,18.59
SYBU,2.16,79.45,18.39
KCNV1,2.16,79.26,18.59
CSMD3,1.76,79.45,18.79
MIR2053,1.76,79.45,18.79
hsa-mir-2053,1.76,79.45,18.79
TRPS1,1.96,79.26,18.79
LINC00536,1.76,79.26,18.98
EIF3H,1.96,78.86,19.18
UTP23,1.96,78.86,19.18
RAD21,1.96,78.86,19.18
MIR3610,1.96,78.86,19.18
RAD21-AS1,1.96,78.86,19.18
C8orf85,1.96,78.86,19.18
SLC30A8,1.96,78.67,19.38
MED30,1.96,78.86,19.18
EXT1,2.16,78.47,19.38
SAMD12,2.15,78.47,19.38
SAMD12-AS1,2.15,78.47,19.38
TNFRSF11B,2.15,78.47,19.38
COLEC10,2.15,78.47,19.38
MAL2,1.96,78.86,19.18
NOV,1.96,78.86,19.18
ENPP2,1.96,78.67,19.37
TAF2,1.96,78.67,19.37
DSCC1,1.96,78.67,19.37
DEPTOR,1.96,78.67,19.37
COL14A1,1.96,78.67,19.37
MRPL13,1.96,78.67,19.37
MTBP,1.96,78.67,19.37
SNTB1,1.96,78.86,19.17
HAS2,2.15,78.47,19.37
HAS2-AS1,2.15,78.67,19.18
ZHX2,1.96,78.67,19.37
DERL1,1.96,78.67,19.37
WDR67,1.96,78.47,19.57
FAM83A,1.96,78.47,19.57
LOC100131726,1.96,78.47,19.57
MIR4663,1.96,78.47,19.57
C8orf76,1.96,78.47,19.57
ZHX1-C8ORF76,1.96,78.28,19.77
ZHX1,1.96,78.28,19.77
ATAD2,1.96,78.28,19.77
hsa-mir-548d-1,1.96,78.28,19.77
WDYHV1,1.96,78.47,19.57
FBXO32,1.96,78.47,19.57
KLHL38,1.96,78.47,19.57
ANXA13,1.96,78.47,19.57
FAM91A1,1.96,78.47,19.57
FER1L6,2.15,78.47,19.37
FER1L6-AS1,2.15,78.47,19.37
TMEM65,2.15,78.28,19.57
TRMT12,2.15,78.28,19.57
RNF139,2.15,78.28,19.57
TATDN1,2.15,78.28,19.57
NDUFB9,2.15,78.28,19.57
MTSS1,2.15,78.08,19.77
LOC157381,2.15,78.08,19.77
ZNF572,2.15,78.08,19.77
SQLE,2.15,78.08,19.77
KIAA0196,2.15,78.08,19.77
NSMCE2,2.35,78.08,19.57
TRIB1,2.15,78.28,19.57
LOC100130231,2.35,78.08,19.57
FAM84B,2.15,78.28,19.57
PCAT1,2.15,78.28,19.57
POU5F1B,2.15,78.28,19.57
LOC727677,2.15,78.28,19.57
MYC,2.15,78.28,19.57
MIR1204,2.15,78.28,19.57
PVT1,2.15,78.28,19.57
hsa-mir-1204,2.15,78.28,19.57
MIR1205,2.15,78.28,19.57
hsa-mir-1205,2.15,78.28,19.57
MIR1206,2.15,78.28,19.57
hsa-mir-1206,2.15,78.28,19.57
MIR1207,2.15,78.28,19.57
hsa-mir-1207,2.15,78.28,19.57
MIR1208,2.15,78.28,19.57
hsa-mir-1208,2.15,78.28,19.57
LOC728724,2.15,78.47,19.38
GSDMC,2.15,78.08,19.77
FAM49B,2.15,78.28,19.57
ASAP1,2.15,78.47,19.38
LOC100507117,2.15,78.47,19.38
ASAP1-IT1,2.15,78.47,19.38
ADCY8,1.96,78.47,19.57
EFR3A,2.35,78.47,19.18
OC90,2.35,78.47,19.18
HHLA1,2.35,78.47,19.18
KCNQ3,2.54,78.28,19.18
HPYR1,2.54,78.28,19.18
LRRC6,2.54,78.28,19.18
TMEM71,2.74,78.08,19.17
PHF20L1,2.74,78.08,19.17
TG,2.74,78.08,19.18
SLA,2.74,78.08,19.18
WISP1,2.74,78.08,19.18
NDRG1,2.74,78.08,19.18
ST3GAL1,2.74,78.08,19.18
ZFAT,2.94,77.89,19.17
ZFAT-AS1,2.94,77.89,19.17
MIR30B,2.94,77.89,19.17
hsa-mir-30b,2.94,77.89,19.17
MIR30D,2.94,77.89,19.17
hsa-mir-30d,2.94,77.89,19.17
LOC286094,2.94,78.08,18.98
KHDRBS3,2.94,78.08,18.98
FAM135B,3.33,78.08,18.59
COL22A1,3.53,77.89,18.59
KCNK9,3.53,77.89,18.59
TRAPPC9,3.53,77.69,18.79
CHRAC1,3.53,78.08,18.39
EIF2C2,3.53,77.89,18.59
DENND3,3.53,77.69,18.79
PTK2,3.53,77.89,18.59
hsa-mir-151,3.53,77.89,18.59
SLC45A4,3.33,78.08,18.59
FLJ43860,3.72,78.08,18.2
GPR20,3.72,78.08,18.2
LINC00051,3.72,78.08,18.2
LOC731779,3.72,78.08,18.2
MIR4472-1,3.72,78.08,18.2
PTP4A3,3.72,78.08,18.2
TSNARE1,3.72,78.08,18.2
hsa-mir-1302-7,3.72,78.08,18.2
BAI1,3.91,77.89,18.2
ARC,4.11,77.5,18.4
JRK,4.11,77.5,18.4
PSCA,4.11,77.5,18.4
LOC100288181,4.11,77.5,18.4
LY6K,4.11,77.5,18.4
C8orf55,4.11,77.5,18.4
SLURP1,4.11,77.5,18.4
LYPD2,4.11,77.5,18.4
LYNX1,4.11,77.5,18.4
LY6D,4.11,77.5,18.4
GML,4.5,77.1,18.4
CYP11B1,4.7,76.91,18.4
CYP11B2,4.7,76.91,18.4
LOC100133669,4.5,77.1,18.4
LY6E,4.5,77.1,18.4
C8orf31,4.5,77.1,18.4
LY6H,4.69,77.1,18.2
GPIHBP1,4.69,77.1,18.2
ZFP41,4.69,77.1,18.2
GLI4,4.69,77.1,18.2
ZNF696,4.69,77.1,18.2
TOP1MT,4.69,77.1,18.2
C8orf51,4.89,76.91,18.2
RHPN1,4.89,76.91,18.2
MAFA,4.89,76.91,18.2
ZC3H3,5.28,76.71,18.0
GSDMD,5.48,76.71,17.8
C8orf73,5.28,76.71,18.0
NAPRT1,5.28,76.71,18.0
EEF1D,5.28,76.71,18.0
TIGD5,5.28,76.71,18.0
PYCRL,5.28,76.71,18.0
TSTA3,5.28,76.71,18.0
ZNF623,5.28,76.71,18.0
BREA2,5.48,76.52,18.0
CCDC166,5.48,76.52,18.0
FAM83H,5.48,76.52,18.0
LOC100128338,5.48,76.52,18.0
MAPK15,5.48,76.52,18.0
MIR4664,5.48,76.52,18.0
ZNF707,5.48,76.52,18.0
SCRIB,5.48,76.52,18.0
MIR937,5.48,76.52,18.0
hsa-mir-937,5.48,76.52,18.0
PUF60,5.48,76.52,18.0
NRBP2,5.48,76.52,18.0
EPPK1,5.48,76.52,18.0
PLEC,5.48,76.52,18.0
MIR661,5.48,76.52,18.0
hsa-mir-661,5.48,76.52,18.0
PARP10,5.48,76.52,18.0
GRINA,5.48,76.52,18.0
SPATC1,5.48,76.52,18.0
OPLAH,5.48,76.52,18.0
EXOSC4,5.48,76.52,18.0
GPAA1,5.48,76.52,18.0
CYC1,5.48,76.52,18.0
MAF1,5.48,76.52,18.0
SHARPIN,5.48,76.52,18.0
KIAA1875,5.48,76.52,18.0
FAM203A,5.48,76.52,18.0
HEATR7A,5.48,76.52,18.0
ADCK5,5.48,76.52,18.0
ARHGAP39,5.48,76.52,18.0
BOP1,5.48,76.52,18.0
C8ORFK29,5.48,76.52,18.0
C8orf33,5.48,76.52,18.0
C8orf77,5.48,76.52,18.0
C8orf82,5.48,76.52,18.0
COMMD5,5.48,76.52,18.0
CPSF1,5.48,76.52,18.0
CYHR1,5.48,76.52,18.0
DGAT1,5.48,76.52,18.0
FBXL6,5.48,76.52,18.0
FOXH1,5.48,76.52,18.0
GPR172A,5.48,76.52,18.0
GPT,5.48,76.52,18.0
HSF1,5.48,76.52,18.0
KIFC2,5.48,76.52,18.0
LRRC14,5.48,76.52,18.0
LRRC24,5.48,76.52,18.0
MFSD3,5.48,76.52,18.0
MIR1234,5.48,76.52,18.0
MIR939,5.48,76.52,18.0
PPP1R16A,5.48,76.52,18.0
RECQL4,5.48,76.52,18.0
RPL8,5.48,76.52,18.0
SCRT1,5.48,76.52,18.0
SCXA,5.48,76.52,18.0
SCXB,5.48,76.52,18.0
SLC39A4,5.48,76.52,18.0
TMED10P1,5.48,76.52,18.0
TONSL,5.48,76.52,18.0
VPS28,5.48,76.52,18.0
ZNF16,5.48,76.52,18.0
ZNF250,5.48,76.52,18.0
ZNF251,5.48,76.52,18.0
ZNF252,5.48,76.52,18.0
ZNF34,5.48,76.52,18.0
ZNF517,5.48,76.52,18.0
ZNF7,5.48,76.52,18.0
hsa-mir-1234,5.48,76.52,18.0
hsa-mir-939,5.48,76.52,18.0
C9orf66,29.94,67.12,2.94
CBWD1,29.94,67.12,2.94
DOCK8,29.94,67.12,2.94
FAM138C,29.94,67.12,2.94
FOXD4,29.94,67.12,2.94
KANK1,29.94,67.12,2.94
WASH1,29.94,67.12,2.94
hsa-mir-1302-9,29.94,67.12,2.94
DMRT1,30.14,66.93,2.94
DMRT2,29.95,67.12,2.94
DMRT3,29.95,67.12,2.94
SMARCA2,29.55,67.71,2.74
FLJ35024,28.76,68.49,2.74
VLDLR,28.76,68.49,2.74
KCNV2,28.96,68.3,2.74
KIAA0020,28.76,68.49,2.74
RFX3,28.76,68.49,2.74
GLIS3,28.57,68.69,2.74
GLIS3-AS1,28.57,68.69,2.74
SLC1A1,28.57,68.69,2.74
C9orf68,28.57,68.69,2.74
PPAPDC2,28.57,68.69,2.74
CDC37L1,28.57,68.69,2.74
AK3,28.57,68.69,2.74
RCL1,28.57,68.69,2.74
MIR101-2,28.57,68.69,2.74
hsa-mir-101-2,28.57,68.69,2.74
JAK2,28.57,68.69,2.74
INSL6,28.57,68.69,2.74
INSL4,28.57,68.69,2.74
RLN2,28.57,68.69,2.74
RLN1,28.57,68.69,2.74
C9orf46,28.77,68.49,2.74
CD274,28.77,68.49,2.74
PDCD1LG2,28.77,68.49,2.74
KIAA1432,28.76,68.49,2.74
ERMP1,28.76,68.49,2.74
MLANA,28.57,68.69,2.74
KIAA2026,28.76,68.49,2.74
MIR4665,28.77,68.49,2.74
RANBP6,28.77,68.49,2.74
IL33,29.36,67.71,2.94
GLDC,29.36,67.71,2.94
KDM4C,29.55,67.51,2.94
TPD52L3,29.36,67.71,2.94
UHRF2,29.36,67.71,2.94
C9orf123,28.96,68.1,2.94
PTPRD,29.94,66.93,3.13
TYRP1,29.16,68.1,2.74
LURAP1L,28.77,68.49,2.74
MPDZ,28.77,68.3,2.94
FLJ41200,28.77,68.1,3.14
C9orf146,28.76,68.3,2.94
NFIB,28.76,68.3,2.94
ZDHHC21,28.76,68.3,2.94
CER1,28.76,68.3,2.94
FREM1,28.76,68.3,2.94
LOC389705,28.76,68.3,2.94
TTC39B,28.76,68.1,3.14
SNAPC3,28.96,68.1,2.94
PSIP1,29.16,67.91,2.94
C9orf93,29.35,67.71,2.94
BNC2,29.35,67.51,3.14
CNTLN,30.14,67.32,2.54
SH3GL2,29.55,67.91,2.54
ADAMTSL1,30.14,67.51,2.35
MIR3152,29.94,67.51,2.54
hsa-mir-3152,29.94,67.51,2.54
FAM154A,29.94,67.71,2.35
HAUS6,30.13,67.51,2.35
RRAGA,29.94,67.71,2.35
SCARNA8,29.94,67.71,2.35
PLIN2,30.13,67.51,2.35
DENND4C,30.52,66.93,2.55
RPS6,30.33,67.12,2.55
ACER2,30.33,67.32,2.35
SLC24A2,30.92,66.73,2.35
MLLT3,31.9,65.95,2.15
MIR4473,31.9,65.95,2.15
MIR4474,31.71,66.14,2.15
KIAA1797,32.29,65.56,2.15
MIR491,32.1,65.75,2.15
hsa-mir-491,32.1,65.75,2.15
PTPLAD2,32.29,65.56,2.15
IFNB1,32.48,65.36,2.15
IFNW1,32.49,65.36,2.15
IFNA21,32.49,65.36,2.15
IFNA4,32.69,65.17,2.15
IFNA7,32.69,65.17,2.15
IFNA10,32.69,65.17,2.15
IFNA16,32.69,65.17,2.15
IFNA17,32.69,65.17,2.15
IFNA14,32.68,65.17,2.15
IFNA22P,32.88,65.17,1.96
IFNA5,32.88,65.17,1.96
KLHL9,33.07,64.97,1.96
IFNA6,33.07,64.97,1.96
IFNA13,33.07,64.97,1.96
IFNA2,33.07,64.97,1.96
IFNA8,33.07,64.97,1.96
IFNA1,33.27,64.77,1.96
MIR31HG,33.46,64.58,1.96
IFNE,33.27,64.77,1.96
MIR31,33.47,64.58,1.96
hsa-mir-31,33.47,64.58,1.96
MTAP,34.25,63.8,1.96
C9orf53,34.64,63.41,1.96
CDKN2A,34.64,63.41,1.96
CDKN2B-AS1,34.45,63.6,1.96
CDKN2B,34.45,63.6,1.96
DMRTA1,32.88,65.17,1.96
FLJ35282,32.29,65.75,1.96
ELAVL2,31.11,66.93,1.96
TUSC1,29.35,68.69,1.96
LOC100506422,29.35,68.69,1.96
C9orf82,28.76,69.28,1.96
PLAA,28.37,69.67,1.96
IFT74,28.38,69.67,1.96
LRRC19,28.38,69.67,1.96
TEK,27.6,69.86,2.55
LINC00032,27.6,69.86,2.55
C9orf11,27.6,69.86,2.55
MOB3B,27.2,70.25,2.55
IFNK,26.81,70.65,2.54
C9orf72,26.81,70.65,2.54
LINGO2,26.81,70.45,2.74
MIR873,25.84,71.43,2.74
MIR876,25.84,71.43,2.74
hsa-mir-873,25.84,71.43,2.74
hsa-mir-876,25.84,71.43,2.74
LOC401497,23.68,73.78,2.54
ACO1,20.94,76.91,2.15
DDX58,20.94,76.91,2.15
TOPORS,20.75,76.91,2.35
LOC100129250,20.75,76.91,2.35
NDUFB6,20.75,76.91,2.35
TAF1L,20.75,76.91,2.35
TMEM215,20.75,77.1,2.15
APTX,20.16,77.69,2.15
DNAJA1,19.97,77.89,2.15
SMU1,19.97,77.89,2.15
B4GALT1,19.37,78.28,2.35
SPINK4,19.37,78.28,2.35
BAG1,19.37,78.28,2.35
CHMP5,19.37,78.28,2.35
NFX1,19.37,78.28,2.35
AQP7,19.18,78.47,2.35
AQP3,18.98,78.67,2.35
NOL6,18.98,78.67,2.35
SUGT1P1,18.79,78.86,2.35
ANKRD18B,18.79,78.86,2.35
ANXA2P2,18.79,78.86,2.35
PTENP1,18.79,78.86,2.35
PRSS3,18.79,78.86,2.35
UBE2R2,18.79,78.86,2.35
UBAP2,18.4,79.26,2.35
SNORD121B,18.2,79.45,2.35
SNORD121A,18.2,79.45,2.35
DCAF12,18.0,79.45,2.54
UBAP1,17.61,79.65,2.74
KIF24,17.61,79.65,2.74
NUDT2,17.42,79.84,2.74
KIAA1161,17.42,79.84,2.74
C9orf24,17.42,79.84,2.74
C9orf25,17.42,79.65,2.94
DNAI1,17.22,79.84,2.94
ENHO,17.03,80.04,2.94
CNTFR,17.03,79.84,3.13
LOC415056,17.03,79.84,3.13
C9orf23,17.03,79.84,3.13
DCTN3,17.03,79.84,3.13
ARID3C,17.03,79.84,3.13
SIGMAR1,17.03,79.84,3.13
GALT,17.03,79.84,3.13
IL11RA,17.03,79.84,3.13
CCL27,17.03,80.04,2.94
CCL19,16.83,80.23,2.94
CCL21,16.83,80.23,2.94
FAM205A,16.83,80.23,2.94
FAM205B,16.83,80.23,2.94
KIAA1045,16.05,80.63,3.33
DNAJB5,16.05,80.63,3.33
C9orf131,15.85,80.82,3.33
VCP,15.66,81.02,3.33
FANCG,15.66,81.02,3.33
PIGO,15.85,81.02,3.13
STOML2,15.85,81.02,3.13
FAM214B,15.85,81.02,3.13
UNC13B,15.85,81.02,3.13
ATP8B5P,15.85,81.02,3.13
RUSC2,15.66,81.02,3.33
FAM166B,15.66,81.21,3.14
TESK1,15.66,81.21,3.14
CD72,15.66,81.21,3.14
MIR4667,15.66,81.21,3.14
SIT1,15.85,81.02,3.14
C9orf100,15.85,81.02,3.14
CCDC107,15.85,81.02,3.14
RMRP,15.85,81.02,3.14
CA9,15.85,81.02,3.14
TPM2,15.85,81.02,3.14
TLN1,15.66,81.02,3.33
CREB3,15.66,81.02,3.33
GBA2,15.66,81.02,3.33
MSMP,15.66,81.02,3.33
RGP1,15.66,81.02,3.33
NPR2,15.66,81.02,3.33
HINT2,15.66,81.02,3.33
SPAG8,15.66,81.02,3.33
C9orf128,15.66,81.02,3.33
TMEM8B,15.85,81.02,3.14
FP588,15.85,81.02,3.14
OR13J1,15.85,81.02,3.14
HRCT1,15.85,81.02,3.14
LOC158376,15.85,81.02,3.14
OR2S2,15.66,81.02,3.33
RECK,15.46,81.02,3.53
GLIPR2,15.46,81.21,3.33
CCIN,15.46,81.21,3.33
CLTA,15.66,81.21,3.14
GNE,15.26,81.6,3.14
RNF38,15.26,81.6,3.14
MELK,15.26,81.6,3.14
MIR4475,15.46,81.41,3.14
PAX5,15.66,81.21,3.14
MIR4540,15.66,81.21,3.14
MIR4476,15.66,81.21,3.14
LOC100506710,15.26,81.8,2.94
ZCCHC7,15.46,81.6,2.94
GRHPR,15.07,82.19,2.74
ZBTB5,15.07,82.19,2.74
POLR1E,15.07,82.19,2.74
FBXO10,14.87,82.19,2.94
TOMM5,14.87,82.19,2.94
FRMPD1,14.87,82.19,2.94
RG9MTD3,14.68,82.39,2.94
EXOSC3,14.68,82.39,2.94
DCAF10,14.87,82.39,2.74
MCART1,14.87,82.39,2.74
SHB,14.87,82.39,2.74
ALDH1B1,14.48,82.78,2.74
IGFBPL1,14.48,82.78,2.74
ANKRD18A,15.07,82.39,2.54
FAM201A,15.07,82.39,2.54
ANKRD20A1,14.87,81.02,4.11
ANKRD20A2,14.87,81.02,4.11
ANKRD20A3,14.87,81.02,4.11
ANKRD20A4,14.87,81.02,4.11
AQP7P1,14.87,81.02,4.11
AQP7P3,14.87,81.02,4.11
CBWD3,14.87,81.02,4.11
CBWD5,14.87,81.02,4.11
CBWD6,14.87,81.02,4.11
CNTNAP3B,14.87,81.02,4.11
CNTNAP3,14.87,81.02,4.11
FAM27A,14.87,81.02,4.11
FAM27B,14.87,81.02,4.11
FAM27C,14.87,81.02,4.11
FAM74A1,14.87,81.02,4.11
FAM74A2,14.87,81.02,4.11
FAM74A3,14.87,81.02,4.11
FAM74A4,14.87,81.02,4.11
FAM75A1,14.87,81.02,4.11
FAM75A2,14.87,81.02,4.11
FAM75A3,14.87,81.02,4.11
FAM75A4,14.87,81.02,4.11
FAM75A5,14.87,81.02,4.11
FAM75A6,14.87,81.02,4.11
FAM75A7,14.87,81.02,4.11
FAM95B1,14.87,81.02,4.11
FOXD4L2,14.87,81.02,4.11
FOXD4L3,14.87,81.02,4.11
FOXD4L4,14.87,81.02,4.11
FOXD4L5,14.87,81.02,4.11
FOXD4L6,14.87,81.02,4.11
KGFLP1,14.87,81.02,4.11
KGFLP2,14.87,81.02,4.11
LOC100132352,14.87,81.02,4.11
LOC100133920,14.87,81.02,4.11
LOC286297,14.87,81.02,4.11
LOC440896,14.87,81.02,4.11
LOC442421,14.87,81.02,4.11
LOC572558,14.87,81.02,4.11
LOC642236,14.87,81.02,4.11
LOC642929,14.87,81.02,4.11
LOC643648,14.87,81.02,4.11
LOC653501,14.87,81.02,4.11
MGC21881,14.87,81.02,4.11
PGM5P2,14.87,81.02,4.11
PGM5,14.48,80.82,4.7
ZNF658B,14.87,81.02,4.11
ZNF658,14.87,81.02,4.11
hsa-mir-1299,14.87,81.02,4.11
C9orf71,9.78,85.32,4.89
PIP5K1B,9.78,85.32,4.89
FAM122A,9.78,85.32,4.89
PRKACG,9.78,85.32,4.89
FXN,9.78,85.32,4.89
TJP2,9.78,85.32,4.89
FAM189A2,9.98,85.13,4.89
APBA1,9.98,85.13,4.89
PTAR1,9.98,85.32,4.7
C9orf135,9.98,85.32,4.7
LOC494558,9.98,85.32,4.7
MAMDC2,9.98,85.32,4.7
LOC100507244,9.78,85.52,4.7
LOC100507299,9.78,85.52,4.7
SMC5,9.78,85.52,4.7
KLF9,9.78,85.52,4.7
TRPM3,9.39,85.71,4.89
MIR204,9.39,85.71,4.89
hsa-mir-204,9.39,85.71,4.89
TMEM2,9.39,85.71,4.89
FAM108B1,9.39,85.71,4.89
C9orf85,9.39,85.71,4.89
C9orf57,9.39,85.71,4.89
GDA,9.2,85.91,4.89
ZFAND5,9.2,85.91,4.89
TMC1,9.59,85.52,4.89
ALDH1A1,9.2,85.91,4.89
ANXA1,9.2,85.91,4.89
RORB,9.39,85.52,5.09
TRPM6,9.39,85.52,5.09
C9orf40,9.39,85.52,5.09
C9orf41,9.39,85.52,5.09
C9orf95,9.39,85.52,5.09
OSTF1,9.39,85.52,5.09
MIR548H3|chr9,9.39,85.52,5.09
PCSK5,9.39,85.52,5.09
RFK,9.39,85.52,5.09
RPSAP9,9.39,85.52,5.09
GCNT1,9.39,85.52,5.09
PRUNE2,9.39,85.52,5.09
PCA3,9.39,85.52,5.09
FOXB2,9.39,85.52,5.09
LOC100286938,9.39,85.52,5.09
VPS13A,9.39,85.52,5.09
GNA14,9.39,85.71,4.89
GNAQ,9.39,85.71,4.89
CEP78,9.2,85.91,4.89
PSAT1,9.2,85.91,4.89
TLE4,8.81,86.11,5.09
TLE1,9.0,85.91,5.09
FAM75D5,9.0,85.91,5.09
FAM75D4,9.0,85.91,5.09
FAM75D3,9.0,85.91,5.09
FAM75D1,9.0,85.91,5.09
RASEF,9.0,85.71,5.29
FRMD3,9.0,85.71,5.29
C9orf103,8.81,85.91,5.29
UBQLN1,8.81,85.91,5.29
GKAP1,8.81,85.91,5.29
KIF27,8.81,85.91,5.29
C9orf64,8.81,85.91,5.29
HNRNPK,8.81,85.91,5.29
MIR7-1,8.81,85.91,5.29
hsa-mir-7-1,8.81,85.91,5.29
RMI1,8.81,85.91,5.29
SLC28A3,8.81,85.91,5.29
NTRK2,8.81,85.91,5.29
AGTPBP1,8.81,85.91,5.29
LOC389765,8.81,85.91,5.29
NAA35,8.81,85.91,5.29
GOLM1,8.81,85.91,5.29
C9orf153,8.81,85.91,5.29
ISCA1,8.81,85.91,5.29
ZCCHC6,8.81,85.91,5.29
GAS1,9.0,85.71,5.29
LOC440173,9.0,85.71,5.29
LOC494127,9.0,85.71,5.29
C9orf170,9.0,85.71,5.29
DAPK1,9.0,85.71,5.29
CTSL1,9.0,85.71,5.29
CTSL3,9.0,85.71,5.29
CTSL1P8,9.0,85.71,5.29
LOC392364,9.0,85.71,5.29
C9orf79,9.0,85.71,5.29
FAM75C1,8.81,85.91,5.29
CDK20,8.81,85.91,5.29
